RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
iQOO Ltd. Mobile Dev PO-8152 549K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),549000.0,
Oppo Co. Smart Gadgets PO-1193 939K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),939000.0,
Appl Inc. IT Eqpt PO-7889 481M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),481000000.0,
Oppo Co. IT Eqpt PO-4963 605M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),605000000.0,
iQOO Ltd. Mobile Dev PO-6187 448K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),448000.0,
Redmi Intl. Mobile Dev PO-2923 940K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),940000.0,
Oppo Co. Mobile Dev PO-7012 189K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),189000.0,
Appl Inc. Smart Gadgets PO-6331 341M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),341000000.0,
Vivo Corp. Mobile Dev PO-1288 56K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),56000.0,
Appl Inc. Smart Gadgets PO-5665 295M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),295000000.0,
Realme Pvt. Smart Gadgets PO-7815 154M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),154000000.0,
Realme Pvt. IT Eqpt PO-1739 44K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),44000.0,
Appl Inc. Mobile Dev PO-4478 127M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),127000000.0,
iQOO Ltd. IT Eqpt PO-9784 233K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),233000.0,
iQOO Ltd. Mobile Dev PO-2456 557K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),557000.0,
Realme Pvt. Smart Gadgets PO-6388 548M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),548000000.0,
Oppo Co. IT Eqpt PO-7106 361K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),361000.0,
iQOO Ltd. Mobile Dev PO-3763 652K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),652000.0,
iQOO Ltd. Mobile Dev PO-3538 138M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),138000000.0,
Vivo Corp. IT Eqpt PO-8520 739K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),739000.0,
Redmi Intl. Smart Gadgets PO-2899 173M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),173000000.0,
Vivo Corp. Mobile Dev PO-5552 435K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),435000.0,
Redmi Intl. Comm Tools PO-9070 312M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),312000000.0,
Honor Ltd. Mobile Dev PO-1541 127M,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),127000000.0,
Redmi Intl. Mobile Dev PO-5705 546M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),546000000.0,
Redmi Intl. Smart Gadgets PO-2432 101K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),101000.0,
Oppo Co. Comm Tools PO-6758 951K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),951000.0,
Oppo Co. Mobile Dev PO-2970 150M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),150000000.0,
Vivo Corp. IT Eqpt PO-6984 235M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),235000000.0,
Appl Inc. Mobile Dev PO-2444 950M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),950000000.0,
Realme Pvt. Smart Gadgets PO-5017 473K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),473000.0,
Redmi Intl. Mobile Dev PO-5248 542K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),542000.0,
Realme Pvt. Comm Tools PO-6544 977K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),977000.0,
Redmi Intl. IT Eqpt PO-4903 416M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),416000000.0,
Vivo Corp. Mobile Dev PO-6547 359K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),359000.0,
Vivo Corp. Smart Gadgets PO-5481 599K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),599000.0,
Realme Pvt. IT Eqpt PO-4103 147K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),147000.0,
Realme Pvt. IT Eqpt PO-1346 810M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),810000000.0,
iQOO Ltd. Smart Gadgets PO-9857 562K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),562000.0,
Appl Inc. Comm Tools PO-4175 581M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),581000000.0,
Oppo Co. Comm Tools PO-5866 727M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),727000000.0,
iQOO Ltd. Smart Gadgets PO-7316 110M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),110000000.0,
Vivo Corp. IT Eqpt PO-4557 548K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),548000.0,
Appl Inc. Mobile Dev PO-7590 116M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),116000000.0,
Redmi Intl. Mobile Dev PO-9713 496M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),496000000.0,
Vivo Corp. Smart Gadgets PO-3483 34K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),34000.0,
iQOO Ltd. IT Eqpt PO-8534 779K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),779000.0,
Oppo Co. Comm Tools PO-8705 323M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),323000000.0,
Realme Pvt. IT Eqpt PO-5360 868M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),868000000.0,
Honor Ltd. Comm Tools PO-5697 468K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),468000.0,
Vivo Corp. Mobile Dev PO-7368 733K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),733000.0,
Appl Inc. Mobile Dev PO-8097 198M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),198000000.0,
Realme Pvt. Comm Tools PO-6543 886M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),886000000.0,
Appl Inc. Mobile Dev PO-8002 590M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),590000000.0,
Oppo Co. IT Eqpt PO-7235 279M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),279000000.0,
Realme Pvt. IT Eqpt PO-9890 911K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),911000.0,
Redmi Intl. IT Eqpt PO-6732 388M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),388000000.0,
Vivo Corp. Comm Tools PO-2908 705K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),705000.0,
iQOO Ltd. IT Eqpt PO-5812 573K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),573000.0,
Samsng Ltd. Mobile Dev PO-1229 981K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),981000.0,
Honor Ltd. Mobile Dev PO-2610 985M,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),985000000.0,
Samsng Ltd. Smart Gadgets PO-8417 355M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),355000000.0,
iQOO Ltd. Smart Gadgets PO-7382 832K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),832000.0,
Oppo Co. IT Eqpt PO-2420 226M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),226000000.0,
Honor Ltd. Comm Tools PO-6585 458K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),458000.0,
Honor Ltd. Smart Gadgets PO-2763 675K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),675000.0,
Appl Inc. Comm Tools PO-7993 418K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),418000.0,
Redmi Intl. Mobile Dev PO-5352 784K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),784000.0,
Vivo Corp. Comm Tools PO-6751 688K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),688000.0,
Redmi Intl. IT Eqpt PO-7603 599M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),599000000.0,
Appl Inc. Smart Gadgets PO-1809 493M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),493000000.0,
Honor Ltd. Smart Gadgets PO-6492 81M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),81000000.0,
Redmi Intl. Comm Tools PO-3412 245K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),245000.0,
Redmi Intl. IT Eqpt PO-9727 916M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),916000000.0,
Redmi Intl. Comm Tools PO-1980 807M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),807000000.0,
Samsng Ltd. Mobile Dev PO-6496 232M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),232000000.0,
Appl Inc. IT Eqpt PO-1313 728M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),728000000.0,
Vivo Corp. IT Eqpt PO-7873 838K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),838000.0,
Realme Pvt. Comm Tools PO-5925 881M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),881000000.0,
Appl Inc. Smart Gadgets PO-5456 154M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),154000000.0,
Oppo Co. Comm Tools PO-6435 267M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),267000000.0,
Redmi Intl. Smart Gadgets PO-6777 870K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),870000.0,
Redmi Intl. IT Eqpt PO-5599 752K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),752000.0,
Oppo Co. Mobile Dev PO-9189 347K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),347000.0,
Honor Ltd. Smart Gadgets PO-2215 62K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),62000.0,
Appl Inc. Mobile Dev PO-5484 571K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),571000.0,
Appl Inc. Smart Gadgets PO-8602 256M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),256000000.0,
Oppo Co. Comm Tools PO-1391 667K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),667000.0,
Honor Ltd. Mobile Dev PO-1541 969M,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),969000000.0,
Samsng Ltd. Comm Tools PO-4490 65M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),65000000.0,
Redmi Intl. Smart Gadgets PO-1814 487M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),487000000.0,
iQOO Ltd. Mobile Dev PO-2923 307M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),307000000.0,
Samsng Ltd. Comm Tools PO-8479 243M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),243000000.0,
Realme Pvt. IT Eqpt PO-6150 386K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),386000.0,
Realme Pvt. Mobile Dev PO-5020 878M,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),878000000.0,
Realme Pvt. IT Eqpt PO-6242 681K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),681000.0,
Redmi Intl. Comm Tools PO-8189 818K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),818000.0,
Honor Ltd. IT Eqpt PO-5577 499K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),499000.0,
Samsng Ltd. Smart Gadgets PO-9235 226M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),226000000.0,
Realme Pvt. Smart Gadgets PO-6253 680M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),680000000.0,
iQOO Ltd. Comm Tools PO-7197 558M,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),558000000.0,
Honor Ltd. IT Eqpt PO-2848 984K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),984000.0,
Realme Pvt. IT Eqpt PO-4363 506M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),506000000.0,
Oppo Co. Comm Tools PO-2695 823K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),823000.0,
Vivo Corp. Smart Gadgets PO-9653 735M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),735000000.0,
Honor Ltd. Mobile Dev PO-9770 951K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),951000.0,
Redmi Intl. Smart Gadgets PO-4432 430M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),430000000.0,
Honor Ltd. IT Eqpt PO-2731 511K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),511000.0,
Realme Pvt. IT Eqpt PO-1549 178K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),178000.0,
iQOO Ltd. Comm Tools PO-1449 295K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),295000.0,
Oppo Co. Smart Gadgets PO-3045 423K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),423000.0,
Samsng Ltd. Mobile Dev PO-3748 535K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),535000.0,
Appl Inc. Comm Tools PO-9956 559K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),559000.0,
Samsng Ltd. Mobile Dev PO-4192 487M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),487000000.0,
Samsng Ltd. Comm Tools PO-9971 311K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),311000.0,
Samsng Ltd. IT Eqpt PO-4985 234M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),234000000.0,
Realme Pvt. Comm Tools PO-1232 161M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),161000000.0,
Redmi Intl. Comm Tools PO-9801 702M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),702000000.0,
Honor Ltd. Mobile Dev PO-7895 312K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),312000.0,
Vivo Corp. Comm Tools PO-2925 97K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),97000.0,
Oppo Co. Comm Tools PO-5460 507M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),507000000.0,
Oppo Co. Mobile Dev PO-5479 251K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),251000.0,
iQOO Ltd. Mobile Dev PO-1170 511M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),511000000.0,
iQOO Ltd. Mobile Dev PO-9233 449K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),449000.0,
Honor Ltd. Mobile Dev PO-5239 4M,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),4000000.0,
Oppo Co. Comm Tools PO-8687 265M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),265000000.0,
Oppo Co. Comm Tools PO-2412 313M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),313000000.0,
Realme Pvt. Comm Tools PO-9216 68K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),68000.0,
iQOO Ltd. IT Eqpt PO-7861 267M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),267000000.0,
Appl Inc. Mobile Dev PO-2962 76K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),76000.0,
Redmi Intl. Comm Tools PO-4005 908M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),908000000.0,
Samsng Ltd. Comm Tools PO-4941 716M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),716000000.0,
Appl Inc. IT Eqpt PO-7256 241K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),241000.0,
Vivo Corp. Smart Gadgets PO-1555 346K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),346000.0,
iQOO Ltd. Smart Gadgets PO-3289 67K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),67000.0,
Oppo Co. Smart Gadgets PO-3183 169M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),169000000.0,
Oppo Co. Smart Gadgets PO-1203 906M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),906000000.0,
Redmi Intl. Mobile Dev PO-6051 775M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),775000000.0,
Appl Inc. Comm Tools PO-7078 287K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),287000.0,
Appl Inc. Comm Tools PO-4065 397K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),397000.0,
iQOO Ltd. IT Eqpt PO-7179 266K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),266000.0,
Vivo Corp. Smart Gadgets PO-6403 914K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),914000.0,
Appl Inc. IT Eqpt PO-9745 573K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),573000.0,
Samsng Ltd. Smart Gadgets PO-6585 831K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),831000.0,
Oppo Co. IT Eqpt PO-1394 265K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),265000.0,
Vivo Corp. Mobile Dev PO-1964 268M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),268000000.0,
Realme Pvt. Mobile Dev PO-9611 390K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),390000.0,
Vivo Corp. Smart Gadgets PO-5994 729M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),729000000.0,
Redmi Intl. Mobile Dev PO-2050 864M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),864000000.0,
Oppo Co. Comm Tools PO-3451 50M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),50000000.0,
Appl Inc. Smart Gadgets PO-2480 847M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),847000000.0,
Realme Pvt. IT Eqpt PO-2538 426M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),426000000.0,
iQOO Ltd. Smart Gadgets PO-6346 288M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),288000000.0,
Honor Ltd. Comm Tools PO-3716 879M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),879000000.0,
Samsng Ltd. Mobile Dev PO-8265 74K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),74000.0,
iQOO Ltd. Smart Gadgets PO-9293 610M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),610000000.0,
Appl Inc. Mobile Dev PO-3388 298M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),298000000.0,
Samsng Ltd. Smart Gadgets PO-9104 144M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),144000000.0,
Oppo Co. Smart Gadgets PO-6791 847M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),847000000.0,
Oppo Co. Comm Tools PO-9860 273M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),273000000.0,
Vivo Corp. IT Eqpt PO-4973 319K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),319000.0,
Vivo Corp. Mobile Dev PO-5334 60K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),60000.0,
Vivo Corp. Mobile Dev PO-7378 559K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),559000.0,
Realme Pvt. Mobile Dev PO-1940 925K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),925000.0,
Vivo Corp. IT Eqpt PO-9117 600K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),600000.0,
Redmi Intl. Mobile Dev PO-9850 545M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),545000000.0,
Redmi Intl. Smart Gadgets PO-1825 780M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),780000000.0,
Redmi Intl. Mobile Dev PO-6960 903M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),903000000.0,
Appl Inc. Smart Gadgets PO-4603 140M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),140000000.0,
Samsng Ltd. Mobile Dev PO-4268 222M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),222000000.0,
Appl Inc. Comm Tools PO-4869 645M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),645000000.0,
Realme Pvt. IT Eqpt PO-6044 51K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),51000.0,
iQOO Ltd. IT Eqpt PO-5493 224K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),224000.0,
Redmi Intl. Mobile Dev PO-4294 289M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),289000000.0,
Honor Ltd. IT Eqpt PO-3811 445K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),445000.0,
Vivo Corp. Mobile Dev PO-1498 969K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),969000.0,
Honor Ltd. Mobile Dev PO-9598 997K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),997000.0,
Samsng Ltd. Comm Tools PO-2083 822M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),822000000.0,
Honor Ltd. Smart Gadgets PO-3750 851K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),851000.0,
Vivo Corp. Mobile Dev PO-2560 671M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),671000000.0,
Vivo Corp. Smart Gadgets PO-9607 132M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),132000000.0,
Redmi Intl. Mobile Dev PO-4907 800K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),800000.0,
Redmi Intl. Mobile Dev PO-8242 355K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),355000.0,
Realme Pvt. Comm Tools PO-4536 956M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),956000000.0,
Vivo Corp. Smart Gadgets PO-2928 836M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),836000000.0,
